raw_label	canonical_growth_id	growth_value_type	source_layer	source_surface	source_column	source_row_key	transformation_applied	transformation_formula_if_known	is_directly_observed	is_derived	can_join_to_statistical_lnOD	can_join_to_kinetic_OD600	notes
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors All|MIX_MAX|ln(abs-abs0)|2|12.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
ln(abs-abs0)	growth_node	ln_abs_minus_abs0	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors All|MIX_MAX|ln(abs-abs0)|2|12.000000	yes	unknown_from_source	yes	no	contextual_only	contextual_only	Transformed growth label preserved without assuming raw-measure identity to lnOD.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors All|MIX_MAX|OD600|2|15.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=OD600.
OD600	growth_node	raw_OD600	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors All|MIX_MAX|OD600|2|15.000000	no	not_applicable	yes	no	no	yes	Direct OD600 source label preserved separately from canonical lnOD variable.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors All|MIX_MAX|ln(abs-abs0)|2|15.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
ln(abs-abs0)	growth_node	ln_abs_minus_abs0	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors All|MIX_MAX|ln(abs-abs0)|2|15.000000	yes	unknown_from_source	yes	no	contextual_only	contextual_only	Transformed growth label preserved without assuming raw-measure identity to lnOD.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors All|MIX_MAX|OD600|2|178.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=OD600.
OD600	growth_node	raw_OD600	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors All|MIX_MAX|OD600|2|178.000000	no	not_applicable	yes	no	no	yes	Direct OD600 source label preserved separately from canonical lnOD variable.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors All|MIX_MAX|ln(abs-abs0)|2|178.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
ln(abs-abs0)	growth_node	ln_abs_minus_abs0	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors All|MIX_MAX|ln(abs-abs0)|2|178.000000	yes	unknown_from_source	yes	no	contextual_only	contextual_only	Transformed growth label preserved without assuming raw-measure identity to lnOD.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors All|MIX_MAX|OD600|2|18.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=OD600.
OD600	growth_node	raw_OD600	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors All|MIX_MAX|OD600|2|18.000000	no	not_applicable	yes	no	no	yes	Direct OD600 source label preserved separately from canonical lnOD variable.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors All|MIX_MAX|ln(abs-abs0)|2|18.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
ln(abs-abs0)	growth_node	ln_abs_minus_abs0	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors All|MIX_MAX|ln(abs-abs0)|2|18.000000	yes	unknown_from_source	yes	no	contextual_only	contextual_only	Transformed growth label preserved without assuming raw-measure identity to lnOD.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors All|MIX_MAX|OD600|2|24.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=OD600.
OD600	growth_node	raw_OD600	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors All|MIX_MAX|OD600|2|24.000000	no	not_applicable	yes	no	no	yes	Direct OD600 source label preserved separately from canonical lnOD variable.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors All|MIX_MAX|ln(abs-abs0)|2|24.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
ln(abs-abs0)	growth_node	ln_abs_minus_abs0	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors All|MIX_MAX|ln(abs-abs0)|2|24.000000	yes	unknown_from_source	yes	no	contextual_only	contextual_only	Transformed growth label preserved without assuming raw-measure identity to lnOD.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors All|MIX_MAX|OD600|2|27.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=OD600.
OD600	growth_node	raw_OD600	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors All|MIX_MAX|OD600|2|27.000000	no	not_applicable	yes	no	no	yes	Direct OD600 source label preserved separately from canonical lnOD variable.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors All|MIX_MAX|ln(abs-abs0)|2|27.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
ln(abs-abs0)	growth_node	ln_abs_minus_abs0	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors All|MIX_MAX|ln(abs-abs0)|2|27.000000	yes	unknown_from_source	yes	no	contextual_only	contextual_only	Transformed growth label preserved without assuming raw-measure identity to lnOD.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors All|MIX_MAX|OD600|2|3.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=OD600.
OD600	growth_node	raw_OD600	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors All|MIX_MAX|OD600|2|3.000000	no	not_applicable	yes	no	no	yes	Direct OD600 source label preserved separately from canonical lnOD variable.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors All|MIX_MAX|ln(abs-abs0)|2|3.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
ln(abs-abs0)	growth_node	ln_abs_minus_abs0	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors All|MIX_MAX|ln(abs-abs0)|2|3.000000	yes	unknown_from_source	yes	no	contextual_only	contextual_only	Transformed growth label preserved without assuming raw-measure identity to lnOD.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors All|MIX_MAX|OD600|2|30.500000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=OD600.
OD600	growth_node	raw_OD600	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors All|MIX_MAX|OD600|2|30.500000	no	not_applicable	yes	no	no	yes	Direct OD600 source label preserved separately from canonical lnOD variable.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors All|MIX_MAX|ln(abs-abs0)|2|30.500000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
ln(abs-abs0)	growth_node	ln_abs_minus_abs0	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors All|MIX_MAX|ln(abs-abs0)|2|30.500000	yes	unknown_from_source	yes	no	contextual_only	contextual_only	Transformed growth label preserved without assuming raw-measure identity to lnOD.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors All|MIX_MAX|OD600|2|33.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=OD600.
OD600	growth_node	raw_OD600	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors All|MIX_MAX|OD600|2|33.000000	no	not_applicable	yes	no	no	yes	Direct OD600 source label preserved separately from canonical lnOD variable.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors All|MIX_MAX|ln(abs-abs0)|2|33.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
ln(abs-abs0)	growth_node	ln_abs_minus_abs0	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors All|MIX_MAX|ln(abs-abs0)|2|33.000000	yes	unknown_from_source	yes	no	contextual_only	contextual_only	Transformed growth label preserved without assuming raw-measure identity to lnOD.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors All|MIX_MAX|OD600|2|347.500000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=OD600.
OD600	growth_node	raw_OD600	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors All|MIX_MAX|OD600|2|347.500000	no	not_applicable	yes	no	no	yes	Direct OD600 source label preserved separately from canonical lnOD variable.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors All|MIX_MAX|ln(abs-abs0)|2|347.500000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
ln(abs-abs0)	growth_node	ln_abs_minus_abs0	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors All|MIX_MAX|ln(abs-abs0)|2|347.500000	yes	unknown_from_source	yes	no	contextual_only	contextual_only	Transformed growth label preserved without assuming raw-measure identity to lnOD.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors All|MIX_MAX|OD600|2|36.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=OD600.
OD600	growth_node	raw_OD600	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors All|MIX_MAX|OD600|2|36.000000	no	not_applicable	yes	no	no	yes	Direct OD600 source label preserved separately from canonical lnOD variable.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors All|MIX_MAX|ln(abs-abs0)|2|36.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
ln(abs-abs0)	growth_node	ln_abs_minus_abs0	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors All|MIX_MAX|ln(abs-abs0)|2|36.000000	yes	unknown_from_source	yes	no	contextual_only	contextual_only	Transformed growth label preserved without assuming raw-measure identity to lnOD.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors All|MIX_MAX|OD600|2|41.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=OD600.
OD600	growth_node	raw_OD600	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors All|MIX_MAX|OD600|2|41.000000	no	not_applicable	yes	no	no	yes	Direct OD600 source label preserved separately from canonical lnOD variable.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors All|MIX_MAX|ln(abs-abs0)|2|41.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
ln(abs-abs0)	growth_node	ln_abs_minus_abs0	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors All|MIX_MAX|ln(abs-abs0)|2|41.000000	yes	unknown_from_source	yes	no	contextual_only	contextual_only	Transformed growth label preserved without assuming raw-measure identity to lnOD.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors All|MIX_MAX|OD600|2|48.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=OD600.
OD600	growth_node	raw_OD600	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors All|MIX_MAX|OD600|2|48.000000	no	not_applicable	yes	no	no	yes	Direct OD600 source label preserved separately from canonical lnOD variable.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors All|MIX_MAX|ln(abs-abs0)|2|48.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
ln(abs-abs0)	growth_node	ln_abs_minus_abs0	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors All|MIX_MAX|ln(abs-abs0)|2|48.000000	yes	unknown_from_source	yes	no	contextual_only	contextual_only	Transformed growth label preserved without assuming raw-measure identity to lnOD.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors All|MIX_MAX|OD600|2|52.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=OD600.
OD600	growth_node	raw_OD600	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors All|MIX_MAX|OD600|2|52.000000	no	not_applicable	yes	no	no	yes	Direct OD600 source label preserved separately from canonical lnOD variable.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors All|MIX_MAX|ln(abs-abs0)|2|52.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
ln(abs-abs0)	growth_node	ln_abs_minus_abs0	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors All|MIX_MAX|ln(abs-abs0)|2|52.000000	yes	unknown_from_source	yes	no	contextual_only	contextual_only	Transformed growth label preserved without assuming raw-measure identity to lnOD.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors All|MIX_MAX|OD600|2|559.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=OD600.
OD600	growth_node	raw_OD600	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors All|MIX_MAX|OD600|2|559.000000	no	not_applicable	yes	no	no	yes	Direct OD600 source label preserved separately from canonical lnOD variable.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors All|MIX_MAX|ln(abs-abs0)|2|559.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
ln(abs-abs0)	growth_node	ln_abs_minus_abs0	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors All|MIX_MAX|ln(abs-abs0)|2|559.000000	yes	unknown_from_source	yes	no	contextual_only	contextual_only	Transformed growth label preserved without assuming raw-measure identity to lnOD.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors All|MIX_MAX|OD600|2|56.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=OD600.
OD600	growth_node	raw_OD600	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors All|MIX_MAX|OD600|2|56.000000	no	not_applicable	yes	no	no	yes	Direct OD600 source label preserved separately from canonical lnOD variable.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors All|MIX_MAX|ln(abs-abs0)|2|56.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
ln(abs-abs0)	growth_node	ln_abs_minus_abs0	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors All|MIX_MAX|ln(abs-abs0)|2|56.000000	yes	unknown_from_source	yes	no	contextual_only	contextual_only	Transformed growth label preserved without assuming raw-measure identity to lnOD.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors All|MIX_MAX|OD600|2|6.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=OD600.
OD600	growth_node	raw_OD600	statistical	intermediate/analysis_view_observed.tsv	assay_id	Leachates+Inhibitors All|MIX_MAX|OD600|2|6.000000	no	not_applicable	yes	no	no	yes	Direct OD600 source label preserved separately from canonical lnOD variable.
lnOD	growth_node	lnOD	statistical	intermediate/analysis_view_observed.tsv	variable	Leachates+Inhibitors All|MIX_MAX|ln(abs-abs0)|2|6.000000	yes	unknown_from_source	no	yes	yes	no	Canonical statistical growth variable derived from assay_id=ln(abs-abs0).
